Id,DocNumber,TxnDate,Currency,PrivateNote,TotalAmt,LineId,Description,Amount,PostingType,AccountId,AccountName,DepartmentId,DepartmentName
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,8,"February 28, 2026 Payroll",257.7,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,9,"February 28, 2026 Payroll",58.43,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,10,"February 28, 2026 Payroll",14634.34,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,11,"February 28, 2026 Payroll",1345.98,Credit,101,Other current receivables:Accounts Receivable - Other,1,General operating fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,12,"February 28, 2026 Payroll",25669.14,Credit,208,Operations:Salaries and benefits:Payroll Clearing,1,General operating fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,13,"February 28, 2026 Payroll",784.22,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,14,"February 28, 2026 Payroll",57.5,Credit,118,Accrued liabilities:Cash - Staff Fund,1,General operating fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,15,"February 28, 2026 Payroll - A/R-Priscila Cabildo",117.66,Credit,101,Other current receivables:Accounts Receivable - Other,1,General operating fund
9008,2686,2026-02-28,CAD,"February 28, 2026 Payroll",0,16,"February 28, 2026 Payroll",2252.94,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,0,"Payroll - February 13, 2026",10876.7,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,1,"Payroll - February 13, 2026",12130.32,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,2,"Payroll - February 13, 2026",14978.54,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,3,"Payroll - February 13, 2026",3443.27,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,4,"Payroll - February 13, 2026",599.31,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,5,"Payroll - February 13, 2026",1008.39,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,6,"Payroll - February 13, 2026",1071.27,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,7,"Payroll - February 13, 2026",2017.89,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,8,"Payroll - February 13, 2026",262.92,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,9,"Payroll - February 13, 2026",63.65,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,10,"Payroll - February 13, 2026",15153.22,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,11,"Payroll - February 13, 2026",1345.98,Credit,101,Other current receivables:Accounts Receivable - Other,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,12,"Payroll - February 13, 2026",26553.15,Credit,208,Operations:Salaries and benefits:Payroll Clearing,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,13,"Payroll - February 13, 2026",305.25,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,14,"Payroll - February 13, 2026",784.22,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,15,"Payroll - February 13, 2026",57.5,Credit,118,Accrued liabilities:Cash - Staff Fund,1,General operating fund
8867,2679,2026-02-13,CAD,"Payroll - February 13, 2026",0,16,"Payroll - February 13, 2026",2252.94,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,0,"Payroll January 31, 2026",10682.15,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,1,"Payroll January 31, 2026",12230.04,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,2,"Payroll January 31, 2026",14978.54,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,3,"Payroll January 31, 2026",3432.46,Debit,209,Operations:Salaries and benefits:Salaries,22,IRCC Project Fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,4,"Payroll January 31, 2026",588.5,Debit,209,Operations:Salaries and benefits:Salaries,22,IRCC Project Fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,5,"Payroll January 31, 2026",993.1,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,6,"Payroll January 31, 2026",1079.47,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,7,"Payroll January 31, 2026",2017.89,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,8,"Payroll January 31, 2026",262.08,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,9,"Payroll January 31, 2026",62.81,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,10,"Payroll January 31, 2026",15109.24,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,11,"Payroll January 31, 2026",1345.98,Credit,101,Other current receivables:Accounts Receivable - Other,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,12,"Payroll January 31, 2026",26602.16,Credit,208,Operations:Salaries and benefits:Payroll Clearing,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,13,"Payroll January 31, 2026",175.0,Credit,92,Pledges receivable:Prior Year 1 Pledges Receivable,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,14,"Payroll January 31, 2026",784.22,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,15,"Payroll January 31, 2026",57.5,Credit,118,Accrued liabilities:Cash - Staff Fund,1,General operating fund
8612,2648,2026-01-15,CAD,"Payroll January 31, 2026",0,16,"Payroll January 31, 2026",2252.94,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,0,"January 15, 2026 Payroll",10833.89,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,1,"January 15, 2026 Payroll",12858.27,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,2,"January 15, 2026 Payroll",14978.54,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,3,"January 15, 2026 Payroll",3440.89,Debit,209,Operations:Salaries and benefits:Salaries,22,IRCC Project Fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,4,"January 15, 2026 Payroll",596.93,Debit,209,Operations:Salaries and benefits:Salaries,22,IRCC Project Fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,5,"January 15, 2026 Payroll",1005.03,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,6,"January 15, 2026 Payroll",1131.19,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,7,"January 15, 2026 Payroll",1733.41,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,8,"January 15, 2026 Payroll",262.74,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,9,"January 15, 2026 Payroll",63.47,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,10,"January 15, 2026 Payroll",15379.33,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,11,"January 15, 2026 Payroll",1345.98,Credit,101,Other current receivables:Accounts Receivable - Other,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,12,"January 15, 2026 Payroll",27611.91,Credit,208,Operations:Salaries and benefits:Payroll Clearing,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,13,"January 15, 2026 Payroll",784.22,Credit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,14,"January 15, 2026 Payroll",57.5,Credit,118,Accrued liabilities:Cash - Staff Fund,1,General operating fund
8611,2647,2026-01-15,CAD,"January 15, 2026 Payroll",0,15,"January 15, 2026 Payroll",1725.42,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,0,"Payroll - December 31, 2025",11352.68,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,1,"Payroll - December 31, 2025",12418.51,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,2,"Payroll - December 31, 2025",14978.54,Debit,209,Operations:Salaries and benefits:Salaries,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,3,"Payroll - December 31, 2025",3469.72,Debit,209,Operations:Salaries and benefits:Salaries,22,IRCC Project Fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,4,"Payroll - December 31, 2025",625.76,Debit,209,Operations:Salaries and benefits:Salaries,22,IRCC Project Fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,5,"Payroll - December 31, 2025",531.62,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,6,"Payroll - December 31, 2025",675.97,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,7,"Payroll - December 31, 2025",787.23,Debit,210,Operations:Salaries and benefits:Benefits,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,8,"Payroll - December 31, 2025",265.73,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,9,"Payroll - December 31, 2025",26.22,Debit,210,Operations:Salaries and benefits:Benefits,22,IRCC Project Fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,10,"Payroll - December 31, 2025",11873.14,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,11,"Payroll - December 31, 2025",1345.98,Credit,101,Other current receivables:Accounts Receivable - Other,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,12,"Payroll - December 31, 2025",30129.94,Credit,208,Operations:Salaries and benefits:Payroll Clearing,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,13,"Payroll - December 31, 2025",57.5,Credit,118,Accrued liabilities:Cash - Staff Fund,1,General operating fund
8408,2634,2025-12-31,CAD,"Payroll - December 31, 2025",0,14,"Payroll - December 31, 2025",1725.42,Credit,114,Accrued liabilities:Accounts Payable - Other,1,General operating fund
9109,,2026-02-14,CAD,Receipt url: https://api.floatfinancial.com/api/v1/receipts/download/?receipt_id=a808358c-a702-4216-87b4-8c806c13ad9f&token=-tD864bqzP0cWyvmPobbwkFv3M5fP-SwsS5EygXTgNI,0,7,Refund on Timothy Dauvin - Incidentals for Work card from D'Lish by Tish Cafe,27.75,Debit,1150040000,Cash and cash equivalents:Float Financial,,
9109,,2026-02-14,CAD,Receipt url: https://api.floatfinancial.com/api/v1/receipts/download/?receipt_id=a808358c-a702-4216-87b4-8c806c13ad9f&token=-tD864bqzP0cWyvmPobbwkFv3M5fP-SwsS5EygXTgNI,0,8,Refunded for missed items from take out order.,25.0,Credit,1150040008,Operations:Meetings and travel:Meals and Entertainment - Promotion,,
8409,2635,2025-12-31,CAD,Dep 8648 2025-12-31 SCRM Env 12228,0,0,Dep 8648 2025-12-31 SCRM Env 12228,14818.92,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8409,2635,2025-12-31,CAD,Dep 8648 2025-12-31 SCRM Env 12228,0,1,Dep 8648 2025-12-31 SCRM Env 12228,14818.92,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,1,General operating fund
7928,2617,2025-12-08,CAD,"City of Saskatoon 50/50 donations to December 3, 2025",0,0,"City of Saskatoon 50/50 donations to December 3, 2025",2815.89,Debit,86,Cash and cash equivalents:TD Canada Trust - Lottery Account,1,General operating fund
7928,2617,2025-12-08,CAD,"City of Saskatoon 50/50 donations to December 3, 2025",0,1,"City of Saskatoon 50/50 donations to December 3, 2025",2930.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7928,2617,2025-12-08,CAD,"City of Saskatoon 50/50 donations to December 3, 2025",0,2,"City of Saskatoon 50/50 donations to December 3, 2025",114.11,Debit,272,"Operations:Promotion, public relations and special events:50/50 Lotto",1,General operating fund
7926,2616,2025-12-05,CAD,"Nutrien-Allan 50/50 donations to December 3, 2025",0,0,"Nutrien-Allan 50/50 donations to December 3, 2025",3235.37,Debit,86,Cash and cash equivalents:TD Canada Trust - Lottery Account,1,General operating fund
7926,2616,2025-12-05,CAD,"Nutrien-Allan 50/50 donations to December 3, 2025",0,1,"Nutrien-Allan 50/50 donations to December 3, 2025",3350.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7926,2616,2025-12-05,CAD,"Nutrien-Allan 50/50 donations to December 3, 2025",0,2,"Nutrien-Allan 50/50 donations to December 3, 2025",114.63,Debit,272,"Operations:Promotion, public relations and special events:50/50 Lotto",1,General operating fund
7924,2615,2025-12-01,CAD,"Nutrien-Cory 50/50 donations to November 30, 2025",0,0,"Nutrien-Cory 50/50 donations to November 30, 2025",2289.74,Debit,86,Cash and cash equivalents:TD Canada Trust - Lottery Account,1,General operating fund
7924,2615,2025-12-01,CAD,"Nutrien-Cory 50/50 donations to November 30, 2025",0,1,"Nutrien-Cory 50/50 donations to November 30, 2025",2370.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7924,2615,2025-12-01,CAD,"Nutrien-Cory 50/50 donations to November 30, 2025",0,2,"Nutrien-Cory 50/50 donations to November 30, 2025",80.26,Debit,272,"Operations:Promotion, public relations and special events:50/50 Lotto",1,General operating fund
7922,2614,2025-12-01,CAD,"FCL 50/50 donations to November 26, 2025",0,0,"FCL 50/50 donations to November 26, 2025",604.83,Debit,86,Cash and cash equivalents:TD Canada Trust - Lottery Account,1,General operating fund
7922,2614,2025-12-01,CAD,"FCL 50/50 donations to November 26, 2025",0,1,"FCL 50/50 donations to November 26, 2025",630.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7922,2614,2025-12-01,CAD,"FCL 50/50 donations to November 26, 2025",0,2,"FCL 50/50 donations to November 26, 2025",25.17,Debit,272,"Operations:Promotion, public relations and special events:50/50 Lotto",1,General operating fund
7920,2613,2025-12-01,CAD,"Nutrien-Vanscoy 50/50 donations to November 27, 2025",0,0,"Nutrien-Vanscoy 50/50 donations to November 27, 2025",1252.7,Debit,86,Cash and cash equivalents:TD Canada Trust - Lottery Account,1,General operating fund
7920,2613,2025-12-01,CAD,"Nutrien-Vanscoy 50/50 donations to November 27, 2025",0,1,"Nutrien-Vanscoy 50/50 donations to November 27, 2025",1300.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7920,2613,2025-12-01,CAD,"Nutrien-Vanscoy 50/50 donations to November 27, 2025",0,2,"Nutrien-Vanscoy 50/50 donations to November 27, 2025",47.3,Debit,272,"Operations:Promotion, public relations and special events:50/50 Lotto",1,General operating fund
7520,2605,2025-11-07,CAD,"UWSA 50/50 donations to November 7, 2025",0,0,"UWSA 50/50 donations to November 7, 2025",20.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
7520,2605,2025-11-07,CAD,"UWSA 50/50 donations to November 7, 2025",0,1,"UWSA 50/50 donations to November 7, 2025",20.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7514,2600,2025-10-22,CAD,"PSPC UWSA 50/50 donations to October 22, 2025",0,0,"PSPC UWSA 50/50 donations to October 22, 2025",164.58,Debit,86,Cash and cash equivalents:TD Canada Trust - Lottery Account,1,General operating fund
7514,2600,2025-10-22,CAD,"PSPC UWSA 50/50 donations to October 22, 2025",0,1,"PSPC UWSA 50/50 donations to October 22, 2025",172.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7514,2600,2025-10-22,CAD,"PSPC UWSA 50/50 donations to October 22, 2025",0,2,"PSPC UWSA 50/50 donations to October 22, 2025",7.42,Debit,272,"Operations:Promotion, public relations and special events:50/50 Lotto",1,General operating fund
7512,2598,2025-10-24,CAD,"UWSA 50/50 donations to October 24, 2025",0,0,"UWSA 50/50 donations to October 24, 2025",30.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
7512,2598,2025-10-24,CAD,"UWSA 50/50 donations to October 24, 2025",0,1,"UWSA 50/50 donations to October 24, 2025",30.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7503,2595,2025-10-10,CAD,"UWSA 50/50 donations to October 10, 2025",0,0,"UWSA 50/50 donations to October 10, 2025",60.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
7503,2595,2025-10-10,CAD,"UWSA 50/50 donations to October 10, 2025",0,1,"UWSA 50/50 donations to October 10, 2025",60.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7501,2591,2025-09-26,CAD,"UWSA 50/50 donations to September 26, 2025",0,0,"UWSA 50/50 donations to September 26, 2025",270.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
7501,2591,2025-09-26,CAD,"UWSA 50/50 donations to September 26, 2025",0,1,"UWSA 50/50 donations to September 26, 2025",270.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7499,2583,2025-09-15,CAD,"UWSA 50/50 donations to September 15, 2025",0,0,"UWSA 50/50 donations to September 15, 2025",35.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
7499,2583,2025-09-15,CAD,"UWSA 50/50 donations to September 15, 2025",0,1,"UWSA 50/50 donations to September 15, 2025",35.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
7497,2582,2025-08-29,CAD,"UWSA 50/50 donations to August 29, 2025",0,0,"UWSA 50/50 donations to August 29, 2025",235.0,Debit,100,Other current receivables:Accounts Receivable - Credit Card,1,General operating fund
7497,2582,2025-08-29,CAD,"UWSA 50/50 donations to August 29, 2025",0,1,"UWSA 50/50 donations to August 29, 2025",235.0,Credit,144,Special events revenue:Revenue - 50/50 Lotto,1,General operating fund
8917,2685,2026-02-27,CAD,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,0,0,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,24451.24,Debit,93,Pledges receivable:Current Year Pledges Receivable,1,General operating fund
8917,2685,2026-02-27,CAD,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,0,1,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,17445.96,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
8917,2685,2026-02-27,CAD,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,0,2,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,1975.1,Credit,130,Funds transferred from other United Way organizations:Funds Transferred from Other UWs,1,General operating fund
8917,2685,2026-02-27,CAD,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,0,3,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,5030.18,Credit,120,Deferred revenue:Def. Rev. Donor Dir. Giving 2025,1,General operating fund
8917,2685,2026-02-27,CAD,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,0,4,Dep 8677 - 2026-02-27 SaskPower SCRM Env#13434,30.0,Credit,129,Contributions and pledges:Campaign Pledges,1,General operating fund
